synthetic_caller_id,age,age_band,sex,household_size,region,urbanicity,language,accent_class,employment_status,income_band,customer_tenure_years,primary_intent,secondary_intent,compound_intent,intent_ambiguity,intent_change_midcall,speech_rate,articulation,background_noise,pause_pattern,interruption_frequency,input_mode,emotion,caller_behavior,asks_for_agent,refuses_information,out_of_vocabulary_request,contradictory_information,invalid_input_event,authentication_required,authentication_method,authentication_outcome,authentication_retries,accessibility_interaction_constraint,eligibility_state,regulatory_constraint,expected_route,expected_disposition,hangup_risk,triad_test_class,parallel_valid_path_exists,equivalent_route_exists,hidden_assumption_target,failure_recovery_expected,oracle_outcome
IVR-SYN-05647,75,75+,Female,4,South,Urban,English,Southern US,Self-employed,50-74k,3.7,Eligibility inquiry,None,No,Low,Yes,Normal,Clear,High,Normal,Occasional,Keypad,Frustrated,Cooperative,No,No,No,No,Yes,Yes,Account number + PIN,Successful,0,Keypad preference,Eligible,None,Specialist,Correct specialist/agent routing,Low,RED,No,Yes,None,Retry,Correct route + compliant disposition
IVR-SYN-05648,31,25-34,Female,4,Northeast,Suburban,English,Midwestern US,Full-time,50-74k,0.3,Billing question,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Confused,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Conditional,Authentication required,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,Identity,Alternative input,Correct route + compliant disposition
IVR-SYN-05649,82,75+,Nonbinary/Other,2,West,Suburban,English,Western US,Full-time,100-149k,9.9,Cancellation,None,No,High,No,Fast,Mildly unclear,Low,Short,None,Keypad,Confused,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Eligible,Authentication required,Retention,Correct specialist/agent routing,Low,GRAY,No,No,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-05650,33,25-34,Female,6,Northeast,Urban,English,General US,Full-time,<25k,4.7,Address/contact change,None,No,Low,No,Normal,Clear,None,Long,Frequent,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Agent required,Consent required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-05651,36,35-44,Female,5,Northeast,Urban,English,General US,Student,25-49k,0.8,Technical support,None,No,Low,No,Fast,Clear,Low,Normal,None,Keypad,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,0,Keypad preference,Eligible,None,Technical support,Correct specialist/agent routing,Low,GREEN,No,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-05652,32,25-34,Male,3,Midwest,Urban,Arabic,General US,Full-time,50-74k,1.6,Billing question,Account information,Yes,Low,No,Fast,Clear,High,Normal,Frequent,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Partial,1,None,Conditional,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-05653,19,18-24,Female,2,West,Suburban,English,General US,Part-time,25-49k,1.0,Eligibility inquiry,None,No,Low,No,Normal,Clear,None,Normal,None,Speech,Calm,Confused,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,Specialist,Correct specialist/agent routing,Low,GREEN,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-05654,45,45-54,Male,3,West,Urban,English,International,Student,25-49k,1.2,Billing question,None,No,Low,Yes,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,Yes,No,No,No,No,Yes,Voice/biometric,Successful,1,Speech-input difficulty,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GREEN,No,No,Timing,Retry,Correct route + compliant disposition
IVR-SYN-05655,81,75+,Female,5,West,Urban,English,Western US,Student,25-49k,4.8,Refund/dispute,None,No,High,No,Normal,Clear,None,Long,Occasional,Speech,Calm,Cooperative,No,No,Yes,No,No,Yes,Voice/biometric,Successful,1,Repetition needed,Ineligible,Human review required,Human escalation,Correct specialist/agent routing,High,GRAY,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05656,84,75+,Female,6,South,Urban,English,General US,Full-time,75-99k,2.4,Account information,None,No,High,Yes,Slow,Clear,None,Long,None,Keypad,Urgent,Cooperative,No,No,No,No,Yes,Yes,Account number + PIN,Failed,3,Repetition needed,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,RED,Yes,Yes,Routing,Re-prompt,Correct route + compliant disposition
IVR-SYN-05657,37,35-44,Female,5,South,Rural,English,International,Full-time,100-149k,7.2,Technical support,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Calm,Impatient,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Eligible,None,Technical support,Correct specialist/agent routing,High,GREEN,Yes,No,Intent,Agent escalation,Correct route + compliant disposition
IVR-SYN-05658,36,35-44,Female,5,West,Rural,English,General US,Part-time,50-74k,2.5,Refund/dispute,Other,Yes,Low,No,Normal,Mildly unclear,Moderate,Normal,None,Keypad,Calm,Indecisive,Yes,No,No,No,No,Yes,Knowledge-based,Successful,0,None,Eligible,None,Disputes,Correct specialist/agent routing,Moderate,GRAY,No,Yes,Eligibility,Agent escalation,Correct route + compliant disposition
IVR-SYN-05659,55,55-64,Male,5,South,Urban,English,General US,Retired,100-149k,0.8,Refund/dispute,Other,Yes,Moderate,No,Fast,Clear,Low,Normal,None,Speech,Calm,Cooperative,No,No,No,Yes,No,No,None required,Not applicable,0,Slow-prompt preference,Conditional,None,Disputes,Correct specialist/agent routing,Low,GRAY,No,No,Identity,Retry,Correct route + compliant disposition
IVR-SYN-05660,63,55-64,Male,5,Midwest,Suburban,English,Southern US,Full-time,25-49k,2.7,Account information,None,No,High,Yes,Normal,Clear,Low,Normal,Occasional,Speech,Anxious,Cooperative,No,No,No,No,Yes,Yes,Knowledge-based,Successful,0,Low-literacy interaction,Eligible,None,Self-service,Self-service completion,Moderate,GRAY,No,No,None,Agent escalation,Correct route + compliant disposition
IVR-SYN-05661,60,55-64,Male,5,South,Urban,English,General US,Full-time,<25k,0.1,Billing question,Cancellation,Yes,Moderate,No,Normal,Clear,Moderate,Normal,None,Keypad,Calm,Terse,No,No,No,No,Yes,Yes,Knowledge-based,Successful,1,None,Ineligible,None,Billing,Correct specialist/agent routing,High,GRAY,No,No,Intent,Alternative input,Correct route + compliant disposition
IVR-SYN-05662,30,25-34,Male,4,Midwest,Urban,French,Western US,Full-time,25-49k,13.7,Refund/dispute,None,No,Moderate,No,Normal,Mildly unclear,None,Normal,Occasional,Keypad,Confused,Impatient,No,No,No,No,No,Yes,Voice/biometric,Successful,0,Keypad preference,Eligible,None,Disputes,Correct specialist/agent routing,Low,GREEN,No,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-05663,24,18-24,Male,3,South,Rural,English,Midwestern US,Unemployed,50-74k,12.1,Cancellation,None,No,High,No,Normal,Clear,Low,Normal,None,Speech,Anxious,Cooperative,Yes,No,No,No,No,Yes,Voice/biometric,Failed,3,None,Conditional,Human review required,Human escalation,Correct specialist/agent routing,High,GRAY,No,Yes,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05664,30,25-34,Female,4,Midwest,Urban,English,General US,Full-time,25-49k,2.3,Billing question,None,No,Low,No,Slow,Difficult,Low,Normal,Frequent,Keypad,Anxious,Impatient,No,Yes,No,No,No,Yes,One-time code,Failed,3,None,Eligible,None,Billing,Correct specialist/agent routing,Low,RED,No,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-05665,43,35-44,Female,4,West,Suburban,English,Western US,Full-time,100-149k,7.6,Billing question,None,No,Moderate,Yes,Fast,Clear,None,Normal,None,Speech,Calm,Verbose,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Ineligible,None,Billing,Correct specialist/agent routing,Low,GREEN,No,No,Timing,Alternative input,Correct route + compliant disposition
IVR-SYN-05666,30,25-34,Female,6,South,Urban,English,General US,Unemployed,100-149k,0.4,Account information,None,No,Moderate,No,Fast,Clear,Low,Normal,None,Speech,Anxious,Verbose,No,No,No,No,No,Yes,One-time code,Successful,1,None,Eligible,None,Self-service,Self-service completion,Moderate,GREEN,Yes,No,None,Alternative input,Correct route + compliant disposition
IVR-SYN-05667,67,65-74,Female,5,South,Urban,English,General US,Student,75-99k,1.7,Cancellation,None,No,Low,No,Fast,Clear,Moderate,Long,None,Keypad,Anxious,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,1,Keypad preference,Eligible,None,Retention,Correct specialist/agent routing,High,GREEN,Yes,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05668,41,35-44,Male,2,South,Rural,English,International,Full-time,100-149k,1.0,Eligibility inquiry,Cancellation,Yes,Low,No,Fast,Clear,Low,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Conditional,Human review required,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,Identity,Retry,Correct route + compliant disposition
IVR-SYN-05669,63,55-64,Male,1,South,Urban,English,General US,Self-employed,100-149k,7.4,Eligibility inquiry,None,No,Low,No,Normal,Mildly unclear,None,Normal,None,Speech,Confused,Cooperative,Yes,No,Yes,No,Yes,Yes,Knowledge-based,Partial,1,None,Agent required,Disclosure required,Human escalation,Correct specialist/agent routing,High,GREEN,No,No,Identity,Alternative input,Correct route + compliant disposition
IVR-SYN-05670,53,45-54,Female,6,South,Suburban,Spanish,Southern US,Retired,100-149k,4.9,Technical support,None,No,Low,Yes,Normal,Clear,Moderate,Short,None,Keypad,Calm,Impatient,No,No,No,No,No,Yes,Account number + PIN,Failed,1,Keypad preference,Agent required,None,Human escalation,Correct specialist/agent routing,Low,RED,Yes,No,Timing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05671,39,35-44,Male,1,South,Urban,English,General US,Part-time,25-49k,3.8,Refund/dispute,None,No,Moderate,No,Normal,Clear,None,Long,Occasional,Keypad,Calm,Cooperative,Yes,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-05672,21,18-24,Female,2,Midwest,Suburban,English,General US,Full-time,50-74k,1.5,Account information,Refund/dispute,Yes,Moderate,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,Consent required,Self-service,Self-service completion,Low,GRAY,No,No,Eligibility,Retry,Correct route + compliant disposition
IVR-SYN-05673,63,55-64,Female,4,West,Urban,English,General US,Unemployed,100-149k,2.4,Account information,None,No,Moderate,No,Normal,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,Yes,No,No,None required,Not applicable,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GRAY,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-05674,35,35-44,Female,4,Midwest,Suburban,English,Northeastern US,Other,<25k,5.2,Account information,Password/credential,Yes,Low,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Impatient,Yes,No,No,No,No,No,None required,Not applicable,0,Slow-prompt preference,Eligible,None,Self-service,Self-service completion,Moderate,GRAY,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05675,72,65-74,Male,3,Midwest,Rural,English,General US,Full-time,50-74k,1.7,Account information,None,No,Moderate,No,Fast,Clear,None,Long,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Account number + PIN,Successful,1,Slow-prompt preference,Eligible,None,Self-service,Self-service completion,Low,GREEN,Yes,No,Eligibility,Re-prompt,Correct route + compliant disposition
IVR-SYN-05676,34,25-34,Male,2,Northeast,Urban,English,General US,Full-time,150-249k,2.7,Address/contact change,None,No,Low,No,Normal,Clear,Low,Normal,None,Speech,Confused,Cooperative,No,No,No,No,No,Yes,One-time code,Successful,1,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,None,Retry,Correct route + compliant disposition
IVR-SYN-05677,61,55-64,Male,3,South,Urban,Arabic,General US,Full-time,75-99k,1.1,Cancellation,None,No,High,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Terse,No,No,No,No,No,Yes,Knowledge-based,Successful,0,Repetition needed,Conditional,None,Retention,Correct specialist/agent routing,Moderate,GRAY,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-05678,27,25-34,Female,2,Midwest,Urban,English,Southern US,Full-time,75-99k,4.6,Eligibility inquiry,Account information,Yes,Moderate,No,Fast,Clear,None,Short,None,Speech,Confused,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,High,GRAY,No,Yes,Routing,Alternative input,Correct route + compliant disposition
IVR-SYN-05679,65,65-74,Male,6,South,Urban,English,Midwestern US,Full-time,<25k,0.4,Technical support,None,No,Low,Yes,Fast,Clear,None,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Agent required,None,Human escalation,Correct specialist/agent routing,Moderate,GREEN,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-05680,56,55-64,Female,2,South,Suburban,English,Midwestern US,Part-time,25-49k,8.6,Billing question,None,No,High,No,Normal,Clear,Moderate,Normal,None,Speech,Confused,Indecisive,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,None,Billing,Correct specialist/agent routing,Moderate,GRAY,No,Yes,Timing,Retry,Correct route + compliant disposition
IVR-SYN-05681,47,45-54,Female,2,Midwest,Suburban,English,General US,Part-time,100-149k,1.0,Appointment/scheduling,None,No,Moderate,No,Normal,Clear,Low,Normal,None,Speech,Angry,Terse,No,No,No,No,No,Yes,Knowledge-based,Successful,1,None,Eligible,None,General support,Correct specialist/agent routing,Moderate,GREEN,No,No,Eligibility,Terminate safely,Correct route + compliant disposition
IVR-SYN-05682,58,55-64,Female,4,Midwest,Urban,English,General US,Full-time,150-249k,10.5,Appointment/scheduling,None,No,Low,No,Slow,Clear,Moderate,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Eligible,None,General support,Correct specialist/agent routing,Moderate,GREEN,No,No,Timing,Retry,Correct route + compliant disposition
IVR-SYN-05683,29,25-34,Female,3,West,Urban,English,International,Full-time,75-99k,0.8,Billing question,Eligibility inquiry,Yes,Low,No,Normal,Clear,Low,Long,None,Keypad,Confused,Terse,No,No,No,No,Yes,Yes,Voice/biometric,Successful,1,Keypad preference,Conditional,None,Billing,Correct specialist/agent routing,Moderate,GRAY,No,No,Timing,Agent escalation,Correct route + compliant disposition
IVR-SYN-05684,32,25-34,Male,5,South,Suburban,Other,General US,Full-time,50-74k,4.4,Refund/dispute,None,No,Low,No,Normal,Clear,None,Short,None,Speech,Confused,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Ineligible,Consent required,Disputes,Correct specialist/agent routing,Moderate,GREEN,No,Yes,None,Retry,Correct route + compliant disposition
IVR-SYN-05685,35,35-44,Female,1,West,Urban,English,General US,Full-time,75-99k,2.8,Billing question,Password/credential,Yes,Low,No,Normal,Clear,High,Normal,Frequent,Speech,Confused,Impatient,No,No,Yes,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,Disclosure required,Billing,Correct specialist/agent routing,Low,RED,No,No,None,Terminate safely,Correct route + compliant disposition
IVR-SYN-05686,49,45-54,Male,2,West,Urban,Spanish,General US,Self-employed,100-149k,9.6,Billing question,None,No,Moderate,No,Normal,Clear,Moderate,Long,None,Keypad,Anxious,Cooperative,Yes,No,No,No,No,Yes,Voice/biometric,Successful,1,None,Agent required,None,Human escalation,Correct specialist/agent routing,Low,GREEN,No,Yes,Language,Alternative input,Correct route + compliant disposition
IVR-SYN-05687,41,35-44,Male,5,West,Urban,English,Midwestern US,Full-time,25-49k,8.8,Payment issue,None,No,High,No,Normal,Clear,None,Normal,Occasional,Speech,Calm,Terse,No,No,No,No,No,Yes,One-time code,Successful,0,Slow-prompt preference,Agent required,Authentication required,Human escalation,Correct specialist/agent routing,Moderate,GRAY,No,No,Identity,Terminate safely,Correct route + compliant disposition
IVR-SYN-05688,40,35-44,Male,3,South,Urban,English,General US,Retired,150-249k,0.4,Payment issue,None,No,Low,Yes,Fast,Clear,None,Normal,Frequent,Keypad,Calm,Cooperative,No,No,Yes,No,No,Yes,Knowledge-based,Successful,0,Slow-prompt preference,Eligible,None,Billing,Correct specialist/agent routing,Moderate,RED,No,No,Eligibility,Terminate safely,Correct route + compliant disposition
IVR-SYN-05689,41,35-44,Female,3,South,Suburban,English,Midwestern US,Full-time,75-99k,2.1,Payment issue,None,No,Moderate,No,Fast,Clear,None,Normal,None,Speech,Confused,Verbose,No,No,No,No,No,Yes,Account number + PIN,Successful,0,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,High,GREEN,No,No,Language,Re-prompt,Correct route + compliant disposition
IVR-SYN-05690,50,45-54,Male,1,Northeast,Urban,English,Midwestern US,Full-time,50-74k,0.6,Technical support,None,No,Low,No,Normal,Clear,Low,Normal,None,Speech,Calm,Cooperative,No,No,No,No,No,No,None required,Not applicable,0,None,Eligible,Human review required,Human escalation,Correct specialist/agent routing,Low,GREEN,No,No,Timing,Re-prompt,Correct route + compliant disposition
IVR-SYN-05691,87,75+,Male,6,Northeast,Urban,English,General US,Student,<25k,4.1,Technical support,None,No,Moderate,Yes,Normal,Clear,None,Normal,None,Keypad,Calm,Terse,No,No,No,No,No,Yes,Voice/biometric,Successful,1,Keypad preference,Eligible,None,Technical support,Correct specialist/agent routing,Low,GREEN,No,No,Routing,Terminate safely,Correct route + compliant disposition
IVR-SYN-05692,51,45-54,Male,3,West,Suburban,English,General US,Self-employed,100-149k,17.7,Appointment/scheduling,Account information,Yes,Low,No,Fast,Clear,None,Long,Occasional,Speech,Angry,Cooperative,No,No,No,No,No,Yes,Voice/biometric,Successful,0,None,Eligible,None,General support,Correct specialist/agent routing,Moderate,GRAY,No,No,Timing,Retry,Correct route + compliant disposition
